Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
jogo botafogo onde assistir,BR,Brazil,Portuguese,Botafogo match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Image pack",2200,22,0.12,0,0,35,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-07 12:59:41
como está o jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",6000,65,0.01,0,0,32,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 02:26:58
tem jogo do palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",4500,45,0.29,0,0,31,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 11:18:28
quando o botafogo joga,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",3500,64,0.01,0,0,30,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-15 23:17:32
o botafogo joga quando,BR,Brazil,Portuguese,Botafogo de Futebol e Regatas (Organization),true,false,false,true,false,false,"Knowledge panel, People also ask, Video preview",400,57,,0,0,27,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-12 13:10:21
horario do jogo do botafogo hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",600,30,0.01,0,0,22,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-02 17:29:14
quando palmeiras joga,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",3300,42,0.02,0,0,30,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-14 21:36:17
qual será o próximo jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Knowledge panel, People also ask, Video preview",1500,41,0.65,0,0,25,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 14:12:51
resultado do jogo do palmeiras agora,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",1000,57,,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-11 00:41:16
qual proximo jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1400,41,0.21,0,0,26,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-14 12:26:24
jogo no engenhão hoje,BR,Brazil,Portuguese,Estádio Nilton Santos (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,32,0.21,0,0,29,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-09 20:17:54
qual vai ser o próximo jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",3700,41,0.01,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-12 19:04:08
como ficou o jogo do palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",900,67,0.02,0,0,25,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 03:11:06
botafogo jogo hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1300,58,0.11,0,0,28,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-09 22:31:52
fluminense joga com quem hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview",3800,42,0.06,0,0,30,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-06 05:22:56
que hora que o fluminense joga,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview",900,23,0.01,0,0,31,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-07 18:31:35
quanto tá o jogo do palmeiras agora,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,Video preview,700,62,,0,0,24,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 12:02:56
botafogo proximo jogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1600,52,0.01,0,0,28,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-14 17:26:12
jogos do palmeiras hoje,BR,Brazil,Portuguese,,false,false,false,true,false,false,"People also ask, Video preview",600,56,0.17,0,0,26,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 22:58:02
os jogos da libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1000,56,0.04,0,0,32,,https://www.papodebola.com.br/futebol/libertadores,2026-06-11 06:59:11
onde ta passando o jogo do inter,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",1300,19,0.10,0,0,33,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-06 12:51:21
quanto ficou o jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview",1300,52,,0,0,24,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 21:46:00
fluminense joga hoje que horas,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview",1400,23,0.01,0,0,28,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 00:23:35
hora do jogo do botafogo hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",600,41,0.01,0,0,23,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-07 12:03:51
palmeiras hoje jogo,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",4500,61,0.14,0,0,33,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 11:40:22
jogo do palmeiras placar,BR,Brazil,Portuguese,Palmeiras match (Event),false,false,false,true,false,false,Video preview,1300,39,0.02,0,0,28,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-09 18:05:45
botafogo joga com quem,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel, Image pack",2800,57,0.06,0,0,30,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-06 21:01:31
jogos de ontem da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1600,26,0.11,0,0,31,,https://www.papodebola.com.br/futebol/libertadores,2026-06-16 08:23:50
quanto está o jogo do vasco,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",2400,43,0.02,0,0,29,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-14 23:26:05
onde está passando o jogo do internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,17,0.10,0,0,32,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-04 00:24:04
jogo hoje do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",800,58,0.02,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 20:43:51
que horas joga o internacional hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",600,46,0.01,0,0,22,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 04:52:21
último jogo do chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,Video preview,700,21,,0,0,27,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-15 11:03:50
próximos jogos do bragantino no brasileirão,BR,Brazil,Portuguese,"Red Bull Bragantino (Organization), Brazilian Serie A (Event)",true,false,false,true,false,false,"People also ask, Knowledge panel, Sitelinks",10,11,,0,0,11,,https://www.papodebola.com.br/futebol/times/bragantino,2026-06-16 12:39:34
jogo chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview, Image pack",3800,34,0.03,0,0,25,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-14 17:56:55
jogo de hoje do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",1100,64,0.01,0,0,31,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-10 09:06:39
quanto é que tá o jogo do internacional,BR,Brazil,Portuguese,Sport Club Internacional (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",500,60,0.01,0,0,31,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 02:59:15
o palmeiras joga quando,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",3700,47,0.02,0,0,32,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 10:00:12
estatística do jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",60,49,0.20,0,0,22,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 18:22:16
botafogo próximo jogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",1200,53,0.10,0,0,28,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-09 12:02:37
inter jogo hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",1200,41,0.02,0,0,29,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-02 13:20:13
onde assistir o jogo do internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",350,12,0.10,0,0,30,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-07 03:31:58
jogos que faltam para o botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview, Image pack, Knowledge panel",250,49,0.07,0,0,24,,https://www.papodebola.com.br/futebol/times/botafogo/proximos-jogos,2026-06-05 21:50:24
com quem o inter joga hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",400,52,0.03,0,0,24,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-08 13:19:56
próximo jogo do palmeiras pelo brasileirão,BR,Brazil,Portuguese,"Palmeiras (Organization), Brazilian Serie A (Event)",true,false,false,true,false,false,"People also ask, Video preview",1400,24,0.01,0,0,26,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 07:06:33
que horas que o palmeiras vai jogar hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",900,47,0.02,0,0,28,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 18:08:33
jogo engenhão hoje,BR,Brazil,Portuguese,Engenhão (Location),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",600,35,,0,0,29,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-10 11:05:14
resultado dos jogos da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1500,17,0.01,0,0,31,,https://www.papodebola.com.br/futebol/libertadores,2026-06-14 22:18:44
jogo do fluminense placar,BR,Brazil,Portuguese,Fluminense match (Event),false,false,false,true,false,false,"People also ask, Video preview",500,31,0.02,0,0,25,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-02 18:16:05
palmeiras joga quando,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",38000,55,0.02,0,0,25,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-13 06:43:04
onde vai passar botafogo hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"AI Overview, People also ask, Video preview, Bottom ads, Paid sitelinks",500,9,0.13,0,0,32,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-02 23:51:15
quanto tá o jogo do palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",2300,65,0.02,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-13 03:38:31
quanto tá o jogo do fluminense hoje,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Video preview",900,52,0.07,0,0,26,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 08:43:52
como esta o jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",400,71,0.01,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-14 19:43:15
o palmeiras vai jogar que dia,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",700,25,0.02,0,0,33,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 06:39:13
últimos jogos do bragantino,BR,Brazil,Portuguese,Red Bull Bragantino (Organization),true,false,false,true,false,false,"People also ask, Video preview",900,0,,0,0,34,,https://www.papodebola.com.br/futebol/times/bragantino,2026-06-08 10:09:38
botafogo tá jogando hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel",300,58,0.50,0,0,29,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-10 03:02:29
jogo da libertadores,BR,Brazil,Portuguese,CONMEBOL Libertadores (Event),true,false,false,true,false,false,"Video preview, Image pack, Knowledge panel",20000,48,0.23,0,0,31,,https://www.papodebola.com.br/futebol/libertadores,2026-06-11 16:27:30
jogos da copa libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"Knowledge panel, Video preview",700,53,0.01,0,0,28,,https://www.papodebola.com.br/futebol/libertadores,2026-06-15 07:38:01
jogo.do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Knowledge panel, Top stories, Thumbnail, Video preview",350,0,0.03,0,0,22,,https://www.papodebola.com.br/Botafogo,2026-06-15 00:55:37
cruzeiro tá jogando hoje,BR,Brazil,Portuguese,Cruzeiro (Organization),true,false,false,true,false,false,"People also ask, Video preview",1000,64,0.01,0,0,35,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-10 12:13:59
placar do jogo do fluminense ontem,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",500,19,,0,0,28,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 02:13:31
horário do jogo do palmeiras hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",27000,34,0.02,0,0,20,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 14:14:43
jogo do fluminese,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",450,55,0.02,0,0,23,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 07:57:19
resultado do jogo do internacional de hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1000,36,0.01,0,0,28,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-03 19:38:56
como está o jogo do internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,Video preview,1300,52,0.01,0,0,30,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-08 09:25:07
tá de quanto o jogo do fluminense,BR,Brazil,Portuguese,Fluminense (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",350,52,,0,0,31,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 21:37:56
resultado do fluminense de hoje,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",600,54,,0,0,26,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-03 18:41:54
quanto ta o jogo do inter hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Video preview",1000,53,0.02,0,0,30,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-06 14:58:42
vasco jogos,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",10000,61,1.83,0,0,27,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-12 13:14:05
jogo palmeiras agora,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",800,61,0.03,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 08:00:48
que dia o botafogo joga,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",5700,55,0.01,0,0,36,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-12 07:22:16
jogos de hoje do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Top stories, Thumbnail, Video preview",500,64,0.03,0,0,27,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 11:04:11
tem jogo do botafogo hoje,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",500,48,0.01,0,0,27,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-13 06:33:02
quanto tá o jogo do vasco hoje,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"People also ask, Video preview",800,50,0.04,0,0,26,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-13 12:55:53
palmeiras amanhã,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",3600,47,0.02,0,0,35,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-16 05:31:18
jogos do fluminense hoje,BR,Brazil,Portuguese,,false,false,false,true,false,false,"Featured snippet, People also ask, Video preview",450,35,0.02,0,0,27,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-02 11:46:04
placar do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",13000,45,0.02,0,0,28,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 01:32:45
o palmeiras joga com quem,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,Video preview,500,65,0.05,0,0,26,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-10 10:45:34
jogo de palmeiras hoje,BR,Brazil,Portuguese,Palmeiras match (Event),false,false,false,true,false,false,"People also ask, Video preview",600,60,0.04,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 04:29:48
jogo do palmeira hoje,BR,Brazil,Portuguese,Palmeiras match (Event),false,false,false,true,false,false,"Featured snippet, People also ask, Top stories, Thumbnail, Video preview",500,62,0.17,0,0,30,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-09 20:46:18
jogo do palmeiras hj,BR,Brazil,Portuguese,Palmeiras match (Event),true,false,false,true,false,false,"People also ask, Video preview, Image pack",1300,0,0.17,0,0,22,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-13 11:06:00
jogo do internacional ontem,BR,Brazil,Portuguese,Internacional match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",600,49,0.02,0,0,28,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 07:46:43
placar do jogo do cruzeiro de hoje,BR,Brazil,Portuguese,Cruzeiro (Organization),true,false,false,true,false,false,"People also ask, Video preview",800,41,0.05,0,0,33,,https://www.papodebola.com.br/futebol/times/cruzeiro,2026-06-10 16:36:24
jogo hoje botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",1200,61,0.13,0,0,31,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-11 15:12:03
jogos do vasco,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",15000,50,0.14,0,0,25,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-13 19:27:37
palmeiras está jogando hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1500,59,0.17,0,0,32,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 08:19:01
qual canal vai passar o jogo do botafogo,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"People also ask, Video preview",4300,1,0.01,0,0,41,,https://www.papodebola.com.br/futebol/times/botafogo/onde-assistir,2026-06-07 23:57:47
último jogo da chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"People also ask, Video preview",700,30,,0,0,30,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-09 18:47:15
onde assistir futebol,BR,Brazil,Portuguese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories, Bottom ads, Paid sitelinks, Video preview",1800,59,0.12,0,0,37,,https://www.papodebola.com.br/futebol/onde-assistir,2026-06-11 04:58:25
libertadores de hoje,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1500,52,0.08,0,0,32,,https://www.papodebola.com.br/futebol/libertadores,2026-06-13 19:00:50
jogo de hoje da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Image pack, Sitelinks",2800,48,0.08,0,0,35,,https://www.papodebola.com.br/futebol/libertadores,2026-06-12 21:05:29
placar da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"People also ask, Image pack",1400,18,0.15,0,0,18,,https://www.papodebola.com.br/futebol/libertadores,2026-06-16 07:44:51
que horas palmeiras joga,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Video preview",1000,41,0.01,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-12 17:59:48
resultado da chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",1200,26,,0,0,31,,https://www.papodebola.com.br/futebol/times/chapecoense,2026-06-14 22:45:01
próximo jogo do palmeiras na copinha,BR,Brazil,Portuguese,"Palmeiras (Organization), Copa São Paulo de Futebol Júnior (Event)",true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",20,24,,0,0,19,,https://www.papodebola.com.br/futebol/times/palmeiras/proximos-jogos,2026-06-15 12:15:28
botafogo jogou ontem,BR,Brazil,Portuguese,Botafogo (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",500,62,0.01,0,0,28,,https://www.papodebola.com.br/futebol/times/botafogo/jogo-hoje,2026-06-10 22:44:00
placar do vasco hoje,BR,Brazil,Portuguese,Vasco da Gama (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Video preview",600,44,0.01,0,0,28,,https://www.papodebola.com.br/futebol/times/vasco,2026-06-12 10:37:28
palmeiras x hoje,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",900,57,0.02,0,0,38,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-13 14:29:47
quanto está o jogo do internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",600,59,0.03,0,0,27,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-06 01:58:23
placar da chapecoense,BR,Brazil,Portuguese,Chapecoense (Organization),true,false,false,true,false,false,Video preview,500,21,,0,0,29,,http://www.papodebola.com.br/futebol/times/chapecoense,2026-06-02 05:34:27
a classificação da libertadores,BR,Brazil,Portuguese,Copa Libertadores (Event),true,false,false,true,false,false,"People also ask, Video preview, Knowledge panel, Image pack",600,12,0.05,0,0,33,,https://www.papodebola.com.br/futebol/libertadores,2026-06-09 03:31:51
jogo do palmeiras amanhã,BR,Brazil,Portuguese,Palmeiras match (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1700,52,0.02,0,0,36,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-15 12:47:49
fluminense jogos,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",8300,60,0.23,0,0,25,,https://www.papodebola.com.br/futebol/times/fluminense,2026-06-15 08:52:26
jogo do palmeiras,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Top stories, Thumbnail, Video preview",919000,67,0.08,0,0,29,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-13 06:43:20
jogo.do.inter hoje,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Top stories, Thumbnail, Video preview",500,45,0.02,0,0,30,,https://www.papodebola.com.br/futebol/times/internacional/jogo-hoje,2026-06-04 01:31:16
palmeiras jogo de ontem,BR,Brazil,Portuguese,Palmeiras (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,36,0.02,0,0,32,,https://www.papodebola.com.br/futebol/times/palmeiras/jogo-hoje,2026-06-11 04:42:09
em que canal vai passar o jogo do inter hoje,BR,Brazil,Portuguese,Inter (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",700,12,0.02,0,0,38,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-04 06:22:35
jogo do.fluminense,BR,Brazil,Portuguese,Fluminense Football Club (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview, Image pack",1800,55,0.02,0,0,36,,https://www.papodebola.com.br/futebol/times/fluminense/jogo-hoje,2026-06-05 07:20:37
qual canal vai passar o jogo do internacional,BR,Brazil,Portuguese,Internacional (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",600,12,0.03,0,0,39,,https://www.papodebola.com.br/futebol/times/internacional/onde-assistir,2026-06-11 15:12:35
